,i,j,k,method,bs,r,sample,p,event,count
186,1024,64,800,tiled,1024,0.0013503140378698735,0,CFG_LL_TLB,cache-references,104793881
187,1024,64,800,tiled,1024,0.0013503140378698735,0,CFG_LL_TLB,context-switches,0
188,1024,64,800,tiled,1024,0.0013503140378698735,0,CFG_LL_TLB,cpu-migrations,0
189,1024,64,800,tiled,1024,0.0013503140378698735,0,CFG_LL_TLB,dTLB-load-misses,46573835
190,1024,64,800,tiled,1024,0.0013503140378698735,0,CFG_LL_TLB,page-faults,0
191,1024,64,800,tiled,1024,0.0013503140378698735,0,CFG_LL_TLB,task-clock,1781765925
192,1024,64,800,tiled,1024,0.011052951411260215,0,CFG_LL_TLB,L1-dcache-loads,2674142597
193,1024,64,800,tiled,1024,0.011052951411260215,0,CFG_LL_TLB,cache-misses,18365208
194,1024,64,800,tiled,1024,0.011052951411260215,0,CFG_LL_TLB,cache-references,104715705
195,1024,64,800,tiled,1024,0.011052951411260215,0,CFG_LL_TLB,context-switches,0
196,1024,64,800,tiled,1024,0.011052951411260215,0,CFG_LL_TLB,cpu-migrations,0
197,1024,64,800,tiled,1024,0.011052951411260215,0,CFG_LL_TLB,dTLB-load-misses,44181749
198,1024,64,800,tiled,1024,0.011052951411260215,0,CFG_LL_TLB,page-faults,0
199,1024,64,800,tiled,1024,0.011052951411260215,0,CFG_LL_TLB,task-clock,1811195496
200,1024,64,800,tiled,1024,0.008185467307069028,0,CFG_LL_TLB,L1-dcache-loads,2674048537
201,1024,64,800,tiled,1024,0.008185467307069028,0,CFG_LL_TLB,cache-misses,21012050
202,1024,64,800,tiled,1024,0.008185467307069028,0,CFG_LL_TLB,cache-references,104879067
203,1024,64,800,tiled,1024,0.008185467307069028,0,CFG_LL_TLB,context-switches,0
204,1024,64,800,tiled,1024,0.008185467307069028,0,CFG_LL_TLB,cpu-migrations,0
205,1024,64,800,tiled,1024,0.008185467307069028,0,CFG_LL_TLB,dTLB-load-misses,43159982
206,1024,64,800,tiled,1024,0.008185467307069028,0,CFG_LL_TLB,page-faults,0
207,1024,64,800,tiled,1024,0.008185467307069028,0,CFG_LL_TLB,task-clock,1967391074
208,1024,64,800,tiled,1024,0.04961947603002903,1,CFG_LL_TLB,L1-dcache-loads,2674256355
209,1024,64,800,tiled,1024,0.04961947603002903,1,CFG_LL_TLB,cache-misses,15448921
210,1024,64,800,tiled,1024,0.04961947603002903,1,CFG_LL_TLB,cache-references,104940071
211,1024,64,800,tiled,1024,0.04961947603002903,1,CFG_LL_TLB,context-switches,0
212,1024,64,800,tiled,1024,0.04961947603002903,1,CFG_LL_TLB,cpu-migrations,0
213,1024,64,800,tiled,1024,0.04961947603002903,1,CFG_LL_TLB,dTLB-load-misses,41284749
214,1024,64,800,tiled,1024,0.04961947603002903,1,CFG_LL_TLB,page-faults,0
215,1024,64,800,tiled,1024,0.04961947603002903,1,CFG_LL_TLB,task-clock,1750783763
216,1024,64,800,tiled,1024,0.12216773489967918,0,CFG_LL_TLB,L1-dcache-loads,2674181451
217,1024,64,800,tiled,1024,0.12216773489967918,0,CFG_LL_TLB,cache-misses,11051652
218,1024,64,800,tiled,1024,0.12216773489967918,0,CFG_LL_TLB,cache-references,104878545
219,1024,64,800,tiled,1024,0.12216773489967918,0,CFG_LL_TLB,context-switches,0
220,1024,64,800,tiled,1024,0.12216773489967918,0,CFG_LL_TLB,cpu-migrations,0
221,1024,64,800,tiled,1024,0.12216773489967918,0,CFG_LL_TLB,dTLB-load-misses,30769067
222,1024,64,800,tiled,1024,0.12216773489967918,0,CFG_LL_TLB,page-faults,0
223,1024,64,800,tiled,1024,0.12216773489967918,0,CFG_LL_TLB,task-clock,1578244813
224,1024,64,800,tiled,1024,0.04961947603002903,0,CFG_LL_TLB,L1-dcache-loads,2674170731
225,1024,64,800,tiled,1024,0.04961947603002903,0,CFG_LL_TLB,cache-misses,15786305
226,1024,64,800,tiled,1024,0.04961947603002903,0,CFG_LL_TLB,cache-references,104794055
227,1024,64,800,tiled,1024,0.04961947603002903,0,CFG_LL_TLB,context-switches,0
228,1024,64,800,tiled,1024,0.04961947603002903,0,CFG_LL_TLB,cpu-migrations,0
229,1024,64,800,tiled,1024,0.04961947603002903,0,CFG_LL_TLB,dTLB-load-misses,41890406
230,1024,64,800,tiled,1024,0.04961947603002903,0,CFG_LL_TLB,page-faults,0
231,1024,64,800,tiled,1024,0.04961947603002903,0,CFG_LL_TLB,task-clock,1753259555
232,1024,64,800,tiled,1024,0.03674661940736688,1,CFG_LL_TLB,L1-dcache-loads,2674184262
233,1024,64,800,tiled,1024,0.03674661940736688,1,CFG_LL_TLB,cache-misses,13606316
234,1024,64,800,tiled,1024,0.03674661940736688,1,CFG_LL_TLB,cache-references,104097230
235,1024,64,800,tiled,1024,0.03674661940736688,1,CFG_LL_TLB,context-switches,0
236,1024,64,800,tiled,1024,0.03674661940736688,1,CFG_LL_TLB,cpu-migrations,0
237,1024,64,800,tiled,1024,0.03674661940736688,1,CFG_LL_TLB,dTLB-load-misses,44661963
238,1024,64,800,tiled,1024,0.03674661940736688,1,CFG_LL_TLB,page-faults,0
239,1024,64,800,tiled,1024,0.03674661940736688,1,CFG_LL_TLB,task-clock,1637575624
240,1024,64,800,tiled,1024,0.40615859883769795,0,CFG_LL_TLB,L1-dcache-loads,2674239725
241,1024,64,800,tiled,1024,0.40615859883769795,0,CFG_LL_TLB,cache-misses,10086952
242,1024,64,800,tiled,1024,0.40615859883769795,0,CFG_LL_TLB,cache-references,104144432
243,1024,64,800,tiled,1024,0.40615859883769795,0,CFG_LL_TLB,context-switches,0
244,1024,64,800,tiled,1024,0.40615859883769795,0,CFG_LL_TLB,cpu-migrations,0
245,1024,64,800,tiled,1024,0.40615859883769795,0,CFG_LL_TLB,dTLB-load-misses,23969528
246,1024,64,800,tiled,1024,0.40615859883769795,0,CFG_LL_TLB,page-faults,0
247,1024,64,800,tiled,1024,0.40615859883769795,0,CFG_LL_TLB,task-clock,1463601651
248,1024,64,800,tiled,1024,0.0033245979322709418,1,CFG_LL_TLB,L1-dcache-loads,2674206269
249,1024,64,800,tiled,1024,0.0033245979322709418,1,CFG_LL_TLB,cache-misses,15440415
250,1024,64,800,tiled,1024,0.0033245979322709418,1,CFG_LL_TLB,cache-references,103071209
251,1024,64,800,tiled,1024,0.0033245979322709418,1,CFG_LL_TLB,context-switches,0
252,1024,64,800,tiled,1024,0.0033245979322709418,1,CFG_LL_TLB,cpu-migrations,0
253,1024,64,800,tiled,1024,0.0033245979322709418,1,CFG_LL_TLB,dTLB-load-misses,45707647
254,1024,64,800,tiled,1024,0.0033245979322709418,1,CFG_LL_TLB,page-faults,0
255,1024,64,800,tiled,1024,0.0033245979322709418,1,CFG_LL_TLB,task-clock,1709461002
256,1024,64,800,tiled,1024,0.027213387683753074,1,CFG_LL_TLB,L1-dcache-loads,2674236810
257,1024,64,800,tiled,1024,0.027213387683753074,1,CFG_LL_TLB,cache-misses,17651985
258,1024,64,800,tiled,1024,0.027213387683753074,1,CFG_LL_TLB,cache-references,104133890
259,1024,64,800,tiled,1024,0.027213387683753074,1,CFG_LL_TLB,context-switches,0
260,1024,64,800,tiled,1024,0.027213387683753074,1,CFG_LL_TLB,cpu-migrations,0
261,1024,64,800,tiled,1024,0.027213387683753074,1,CFG_LL_TLB,dTLB-load-misses,43443334
262,1024,64,800,tiled,1024,0.027213387683753074,1,CFG_LL_TLB,page-faults,0
