,count,data_type,event,unk1,unk2,computed_value,computed_name,perf_time_start,arg.dataset,arg.dataset_path,arg.dataset_list,arg.data_format,arg.profile,arg.scenario,arg.max_batchsize,arg.model,arg.output,arg.inputs,arg.outputs,arg.backend,arg.model_name,arg.threads,arg.qps,arg.cache,arg.accuracy,arg.find_peak_performance,arg.debug,arg.mlperf_conf,arg.user_conf,arg.audit_conf,arg.time,arg.count,arg.performance_sample_count,arg.max_latency,arg.samples_per_query,arg.perf_events,hardware
3,1583.81,msec,task-clock,1583812647,100,1.582,CPUs utilized,"Thu Aug 11 12:26:23 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
4,301,,context-switches,1583324793,100,190.048,/sec,"Thu Aug 11 12:26:23 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
5,6,,cpu-migrations,1583104890,100,3.788,/sec,"Thu Aug 11 12:26:23 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
6,503,,page-faults,1582899404,100,317.588,/sec,"Thu Aug 11 12:26:23 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
0,9172888831,,instructions,1415486409,100,,,"Thu Aug 11 12:12:02 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
1,214011233,,branches,1415196955,100,151.319,M/sec,"Thu Aug 11 12:12:02 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
2,1056067,,branch-misses,1414923801,100,0.49,of all branches,"Thu Aug 11 12:12:02 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
3,1414.3,msec,task-clock,1414302167,100,1.413,CPUs utilized,"Thu Aug 11 12:12:02 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
4,255,,context-switches,1414074412,100,180.301,/sec,"Thu Aug 11 12:12:02 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
5,0,,cpu-migrations,1413875411,100,0,/sec,"Thu Aug 11 12:12:02 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
6,625,,page-faults,1413682535,100,441.914,/sec,"Thu Aug 11 12:12:02 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
0,3686744680,,instructions,976401468,100,,,"Thu Aug 11 12:45:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
1,290303462,,branches,976113957,100,297.673,M/sec,"Thu Aug 11 12:45:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
2,1605903,,branch-misses,975844190,100,0.55,of all branches,"Thu Aug 11 12:45:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
3,975.24,msec,task-clock,975242646,100,0.974,CPUs utilized,"Thu Aug 11 12:45:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
4,192,,context-switches,975045656,100,196.874,/sec,"Thu Aug 11 12:45:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
5,8,,cpu-migrations,974840759,100,8.203,/sec,"Thu Aug 11 12:45:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
6,295,,page-faults,974642329,100,302.489,/sec,"Thu Aug 11 12:45:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/alexander/school/summer22/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",alex laptop
